Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
2846,113939,LK2-2,Valve 1-Gate 1 -Machinery Building,Edifice des machines- Valve 1 et porte 1,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,123,1,0,0,,1
2847,113940,LK2-3,Linehandler's Building,Edifice de manutation des cordages,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,136,1,0,0,,1
2848,113941,LK2-4,Electrical Building,Edifice d'électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,231,1,0,0,,1
2849,113942,LK2-5,Valve 2-Gate 2- Machinery building,Edifice pour machinerie -Valve 2-Porte 2,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,123,1,0,0,,1
2850,113943,LK2-6,Lock Control Kiosk,Garite de contrôle des portes d'écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal siding ,Bardeaux de métal,20,1,0,0,,1
2851,113944,LK2-7,Lock Control Kiosk,Kiosque de contrôle des portes d'écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding,Bardeaux de métal,20,1,0,0,,1
2852,113945,LK3-4,Valve 2-Gate 2- Machinery/Electrical building,Edifice des machines- Valve 2 et porte 2/électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 3, in St Catharines",Canal Welland écluse no.3 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone and metal siding Structure ,Structure en pierre et bardeaux de métal,130,1,0,0,,1
2853,113946,LK3-5 / LK3-5A / LK3-5B,Storage Building,Entrepôts,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 3, in St Catharines",Canal Welland écluse no.3 à St Catharines,St Catharines,,35,Ontario,Ontario,Parged cement,Murs extérieurs fini ciment,691,1,0,0,,1
2854,113947,LK4-1,Valve/Gate Machinery Building,Edifice des valves et portes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structureen pierre,133,1,0,0,,1
2855,113948,LK4-2,Bridge Control House,Edifice de contrôle du pont,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,58,1,0,0,,1
2856,113949,LK4-3,Gate Machinery House,Edifice des machines des portes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,189,1,0,0,,1
2857,113950,LK4-4 / LK4-4A,Control House,Edifice de contrôle,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,363,2,0,0,,1
2858,113951,LK4-5,Gate Machinery House,Edifice des machines pour les portes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,389,1,0,0,,1
2859,113952,LK4-6,Linehandler's Building,Edifice des cordages,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding Structure,Structure en bardeaux métalliques,117,1,0,0,,1
2860,113953,LK4-8,Storage Shed,Remise,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,4,Critical,Critique,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Wooden Structure,Structure en bois,81,1,0,0,,1
2861,113954,LK4-9 / LK4-9A,Machinery / Electrical Building,Edifice Machinerie / Electricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone and metal siding building,Structure en pierreet bardeaux métalliques,356,1,0,0,,1
2862,113955,LK4-10,Electrical Substation,Sous-station électrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,230,1,0,0,,1
2863,113956,LK4-11,Lock Control Kiosk,Kiosque de contrôle des portes d'écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding structure,Bardeaux métallique,20,1,0,0,,1
2864,113957,LK4-12,Lock Control Kiosk,Kiosque de contrôle d'écluse,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Sidinf Structure,Structure en bardeaux métallique,20,1,0,0,,1
2865,113958,LK4-13,Power / Pump House,Edifice de pompage / électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 4, in St Catharines",Canal Welland écluse no.4 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding Structure,Bardeaux métalliques,87,1,0,0,,1
2866,113918,GL-2,Guard Gate Building,Edifice des gardes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland dans le centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding,Bardeaux métallique,50,1,0,0,,1
2867,113919,GL-3 / GL-3A,Maintenance Centre,Centre d'entretien,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130660336,2,Fair,Passable,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,,,16109,2,0,0,,1
2868,113920,GL-7 / GL-7A,Stores Building,Magasin de fournitures,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,,,6424,1,0,0,,1
2869,113921,GL-8,Office,Bureau,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Office,Bureau,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,,,1981,1,0,0,,1
2870,113922,GL-9,Radio Tower Building,Edifice de la tour radio,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Transmitting/receiving or monitoring,Transmission/réception ou surveillance,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,,,15,1,0,0,,1
2871,113923,GL-10,Equipment Storage Building,Remise d'équipment,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St catharines,St Catharines,,35,Ontario,Ontario,Metal Structure,Structure en métal,444,1,0,0,,1
2872,113924,GL-11,Equipment Storage Shed,Remise d'équipement,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glendale à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Structures,Structure en métal,444,1,0,0,,1
2873,113925,GL-13,Storage Shed,Remise entrepôt,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1960,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal Glendale Complex at St Catharines,Canal Welland centre Glandale à St Catharines,St Catharines,,35,Ontario,Ontario,Wooden Structure,Structure en bois,116,1,0,0,,1
2874,113986,LK5-1 / LK5-1A,Machinery / Electrical Building,Edifice pour machinerie / électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal lock 5 at Thorold,Canal Welland écluse no.5 à Thorold,Thorold,,35,Ontario,Ontario,Stone Structure,Structure en pierre,338,1,0,0,,1
2875,113987,LK5-2,Gate Machinery House,Edifice - machines pour portes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal lock 5 at Thorold,Canal Welland écluse no.5 à Thorold,Thorold,,35,Ontario,Ontario,Stone Structure,Structure en pierre,389,1,0,0,,1
2876,113988,LK5-3,Gate Machinery House,Edifice - machines pour portes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal lock 5 at Thorold,Canal Welland écluse no.5 à Thorold,Thorold,,35,Ontario,Ontario,Stone Structure,Structure en pierre,189,1,0,0,,1
2877,113989,LK5-4 / LK4-4A,Control House,Edifice contrôle,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal lock 5 at Thorold,Canal Welland écluse no.5 à Thorold,Thorold,,35,Ontario,Ontario,Stone Structure,Structure en pierre,727,2,0,0,,1
